Start Link,End Link,process name,start,end,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,Filter placement,6799,6820,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,Air gun 2,6866,6915,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Core placement,7376,572,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080001_20200613080501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Vent cleaning,7457,61,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 1,88,338,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Spray coat,405,518,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Filter placement,594,611,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 2,658,702,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Core placement,1168,2007,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Vent cleaning,1265,1386,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 1,1451,1729,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Spray coat,1798,1909,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Filter placement,2061,2085,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 2,2312,2352,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Core placement,2813,3693,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Vent cleaning,2901,3057,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 1,3073,3455,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Spray coat,3522,3613,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Filter placement,3714,3739,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 2,3802,3846,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Vent cleaning,4350,4488,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 1,4873,5224,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Core placement,5429,6153,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun ,5513,5532,Extra Process,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun ,5706,5861,Extra Process,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Spray coat,5917,6019,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Filter placement,6174,6191,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 2,6237,6281,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Core placement,6748,165,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Vent cleaning,6865,7009,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,Air gun 1,7144,7411,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Spray coat,7482,79,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Filter placement,185,211,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Air gun 2,258,302,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Core placement,764,1846,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Vent cleaning,870,1057,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Air gun 1,1078,1483,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Spray coat,1615,1745,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Filter placement,1869,1894,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Air gun 2,1964,2008,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Core placement,2545,2611,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081001_20200613081501.mp4,Vent cleaning,2669,2683,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Vent cleaning,2358,2587,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Core placement,2636,3260,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 1,2731,3016,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Spray coat,3099,3191,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Filter placement,3287,3315,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 2,3345,3384,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Vent cleaning,3881,4012,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Core placement,4067,4820,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 1,4161,4608,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Spray coat,4675,4752,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Filter placement,4851,4871,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 2,4905,4949,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Vent cleaning,5438,5575,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Core placement,5627,6385,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 1,5919,6126,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Spray coat,6196,6280,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Filter placement,6408,6433,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Air gun 2,6501,6552,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Core placement,7013,343,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,Vent cleaning,7106,7227,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Air gun 1,7255,136,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Spray coat,204,288,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Filter placement,364,382,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Air gun 2,459,502,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Core placement,1103,1952,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Vent cleaning,1205,1312,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Air gun 1,1338,1576,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Spray coat,1641,1770,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Filter placement,1976,1992,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613082001_20200613082501.mp4,Air gun 2,2020,2070,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083001_20200613083501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083001_20200613083501.mp4,Air gun 1,622,732,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Vent cleaning,15,282,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Air gun 1,284,748,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Core placement,2256,4232,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Spray coat,3147,3290,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Air gun 2,4272,4335,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Filter placement,4416,4453,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Core placement,5500,7296,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Vent cleaning,5704,5921,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Air gun 1,6014,6507,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Spray coat,6557,6600,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Air gun 2,7270,7343,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,Filter placement,7366,7388,,
Tuesday,,,,,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Vent cleaning,414,570,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Core placement,563,1120,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Air gun 1,711,946,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Spray coat,1004,1060,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Air gun 2,1164,1203,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Filter placement,1212,1232,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Core placement,1696,2498,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Vent cleaning,1719,1896,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Air gun 1,1924,2194,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Spray coat,2272,2346,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Air gun 2,2523,2580,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Filter placement,2628,2645,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Core placement,3119,4210,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200613084001_20200613084501.mp4,Vent cleaning,3146,3556,,
